,皓,,,,コウ ヒカ.,,,しろ.い,,,"white, clear"
,洸,,,,コ,,,,,,sparkling water
,毬,,,,キュウ,,,いが まり,,,"burr, ball"
,婆,,,,バ,,,ばば ばあ,,,"old woman, grandma, wet nurse"
,緋,,,,ヒ,,,あけ あか,,,"scarlet, cardinal"
,鯛,,,,チョウ,,,たい,,,"sea bream, red snapper"
怜,,,,,レイ レン,,あわ.れむ,,,wise
,,,,,リョウ サト.
邑,,,,ユウ ム,,,うれ.える くに,,,,"village, rural community, right"
,,,,,,,,,,,village radical (no. 163)
,倣,,,,ホウ,,,なら.う,,,"emulate, imitate"
,碧,,,,ヘキ ヒャ,,,,,,"blue, green"
啄,,,,,タク ツク トク,,ついば.む,,,"peck, pick up"
,,,,,ツツ.
,穣,,,,ジョウ ユタ,,,わら,,,"good crops, prosperity, 10**28"
酉,,,,ユウ ト,,,,,,,"west, bird, sign of the bird, 5-"
,,,,,,,,,,,"7PM, tenth sign of Chinese"
,,,,,,,,,,,"zodiac, sake radical (no. 164)"
,悌,,,,テイ ダ,,,,,,serving our elders
,倹,,,,ケン,,,つま.しい つづまやか,,,"frugal, economy, thrifty"
,柚,,,,ユ ユウ ジク,,,ゆず,,,citron
,繭,,,,ケン,,,まゆ きぬ,,,cocoon
,亦,,,,エキ ヤク,,,また,,,"also, again"
