,疾,,,,シツ,,,,,,rapidly
征,,,,セ,,,,,,,"subjugate, attack the rebellious,"
,,,,,,,,,,,collect taxes
砕,,,,サイ,,,くだ.く くだ.ける,,,,"smash, break, crush, familiar,"
,,,,,,,,,,,popular
,謡,,,,ヨウ,,,うた.い うた.う,,,noh chanting
,嫁,,,,カ,,,よめ とつ.ぐ,,,"marry into, bride"
謙,,,,ケ,,,,,,,"self-effacing, humble oneself,"
,,,,,,,,,,,"condescend, be modest"
后,,,,コウ ゴ,,,きさき,,,,"empress, queen, after, behind,"
,,,,,,,,,,,"back, later"
,嘆,,,,タン,,,なげ.く なげ.かわしい,,,"sigh, lament, moan, grieve"
,菌,,,,キン,,,,,,"germ, fungus, bacteria"
,鎌,,,,レン ケン カ,,,,,,"sickle, scythe, trick"
,巣,,,,ソウ,,,す す.くう,,,"nest, rookery, hive, cobweb, den"
,頻,,,,ヒン,,,しき.りに,,,"repeatedly, recur"
,琴,,,,キン,,,こと,,,"harp, koto"
,班,,,,ハン,,,,,,"squad, corps, unit, group"
棚,,,,ホウ,,,たな -だな,,,,"shelf, ledge, rack, mount,"
,,,,,,,,,,,"mantle, trellis"
潔,,,,ケツ イサギヨ.,,,,,,,"undefiled, pure, clean,"
,,,,,,,,,,,"righteous, gallant"
,酷,,,,コク,,,ひど.い,,,"cruel, severe, atrocious, unjust"
,宰,,,,サ,,,,,,"superintend, manager, rule"
